paper_id,status,quality_score,precision,recall,deterministic_rule_score,incorrect_item_count,missed_core_item_count,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,total_latency_seconds,output_file,error_type,error_message
9_2,failed,,,,,,,98425,47771,146196,0.08437564,375.827762,,ValueError,DeepSeek returned invalid JSON content
