horizon,group,paper_id,attempt,reason,old_source_sha256,new_source_sha256,old_output_sha256,new_output_sha256,quality_score,precision,recall,source_chunks,selected_chunks,model,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,usage_complete,started_at,completed_at,report_folder,report_record
long,2,2_12,1,replace an intra-group duplicate with a distinct paper,987f9a6bf847e37eac5bf98fa45ac07fd5666846a38c195d6b54d81ca1cf15d3,d03b284a18dee5193641e280cd602690430a13b55e821bf9ce93e8bdc064ceff,9ffb3c773ba86ec2b044117645dd1f3572b32406efe8080e604083f682eeac01,55230f4de0ba7be28282ce4c56545f72001c961e9d1cbafb7ab01353fd0b5982,1.0,1.0,1.0,22,8,deepseek-v4-pro,135931,11412,147343,0.06905843,True,2026-07-23T11:46:12.950092+00:00,2026-07-23T11:49:02.771376+00:00,data/formal_outputs/2_2_version_228/reports/source_replacements/long/2/2_12/attempt_1,data/formal_outputs/2_2_version_228/reports/source_replacements/long/2/2_12/attempt_1/papers.jsonl
