horizon,group,paper_id,source_pdf,source_sha256,output_json,output_sha256,schema_version,packet_status,quality_score,precision,recall,source_chunks,selected_chunks,delivery_phase,recovery_attempt,model,report_record
long,4,4_22,data/formal_corpus/long/4/4_22.pdf,14e6e6159985804ac7864dc5113b50edbf3a56667ad6f66c0282c4d1d162b35b,data/formal_outputs/2_2_version_228/long/4/4_22.json,0aa18191fb23dd79d9859c38ae2960965a5b2e3c902e3f2b4278fee2284ca09c,2.2,accepted,1.0,1.0,1.0,31,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_23,data/formal_corpus/long/4/4_23.pdf,5745f8c2c043c9067ac7eed5035b9644904b34c11af9a8bcc557d2a008ba8785,data/formal_outputs/2_2_version_228/long/4/4_23.json,9b5332d2f2cff95e455a838073b55cc9c2095b694df35c3fb124137f4e4c44df,2.2,accepted,1.0,1.0,1.0,17,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_24,data/formal_corpus/long/4/4_24.pdf,292cb93eb19aed0b3710195c3dc120473f1a89a39c358f862d708be421ba5b62,data/formal_outputs/2_2_version_228/long/4/4_24.json,fcf3003ab221a605918628893271d4968687de0f7d74d3c2f89146932aaed183,2.2,accepted,1.0,1.0,1.0,16,8,recovery,2,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/4/4_24/attempt_2/papers.jsonl
long,4,4_25,data/formal_corpus/long/4/4_25.pdf,0a52170571e5f93c7f5bd1641241cf1acfe95feb1f6f83b7605e26c15c2f6f1c,data/formal_outputs/2_2_version_228/long/4/4_25.json,3edd5b91fc31906f995f04fde421962429e573abc000d8a5d459b2d43b885ffb,2.2,accepted,1.0,1.0,1.0,9,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_26,data/formal_corpus/long/4/4_26.pdf,ee3d0d0b674f6f7979a1ca724047ce110ad713be3c4f2eca9b52456a7e50e485,data/formal_outputs/2_2_version_228/long/4/4_26.json,e2e5113e705c0c961cc8b314087595217177cbbe3bd437e108b29369a8030f3d,2.2,accepted,1.0,1.0,1.0,21,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_27,data/formal_corpus/long/4/4_27.pdf,7133e3e18438440a0510c0799499bcd0e7974b12bf8a4963fd6bada2202431e0,data/formal_outputs/2_2_version_228/long/4/4_27.json,f283098d4923954ef24234c3eb78ec61e34db2986086a771748c9b25490d7645,2.2,accepted,0.9423,0.98,0.9074,13,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_28,data/formal_corpus/long/4/4_28.pdf,6440c094fab63d86b25d1604b74181cc51859f5130c9e2fda96058a32e17c0e5,data/formal_outputs/2_2_version_228/long/4/4_28.json,765b19a478ea9e3a99df4504ef27ac2a51d8eeee0843c67c239ca03a5f9084ad,2.2,accepted,0.7458,0.9778,0.6027,39,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_29,data/formal_corpus/long/4/4_29.pdf,d88297ee9893a504904e1c8d2fef026774696dd57b7a8af6f8cceaf2881101fc,data/formal_outputs/2_2_version_228/long/4/4_29.json,39d77c98a7a8ee0d19cf2466b2940442d24aa2f4e6a69d573fcc1b0b9bfe0852,2.2,accepted,1.0,1.0,1.0,8,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,4,4_30,data/formal_corpus/long/4/4_30.pdf,9454774f9cb544b1224063e50fd9ec6a1be88a00d1b0af14d3215b4dcd01fa4a,data/formal_outputs/2_2_version_228/long/4/4_30.json,80abc959bb3733a0f083b01709639a3ad379fe0bd338a9a958fe0aaa1e4f6815,2.2,accepted,1.0,1.0,1.0,22,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/4/papers.jsonl
long,5,5_1,data/formal_corpus/long/5/5_1.pdf,bb7421ccd7527ec8078de890110aef88d21f642d18b7cf10f28f8277a1065ac1,data/formal_outputs/2_2_version_228/long/5/5_1.json,8f4960543b933e23d31d89366feffa97c4a5c07382011256dab900c93def3b4e,2.2,accepted,1.0,1.0,1.0,545,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_2,data/formal_corpus/long/5/5_2.pdf,3bdcfbfdfd4a483623e538c0108e1244ff5e4b00177264d092aa38c839fdce90,data/formal_outputs/2_2_version_228/long/5/5_2.json,2b6b196307079220f1072da3bc6564e13f9b9fbeb55924f29b9fe7f4ac4e4c87,2.2,accepted,0.6531,0.9412,0.5,48,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_3,data/formal_corpus/long/5/5_3.pdf,fb9cba23101627a7a02d74aa277c883b03f940ee525388df2c402bfdaac2326b,data/formal_outputs/2_2_version_228/long/5/5_3.json,59d0eee8d0cf5b79e0486d9216d5a0eae38e3cbee018ba56c1adce9d0eb2852f,2.2,accepted,1.0,1.0,1.0,12,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_4,data/formal_corpus/long/5/5_4.pdf,fd72e5a6dca01d7fe97708c287d3ff819a8890f62852fbf0e839428343e0e522,data/formal_outputs/2_2_version_228/long/5/5_4.json,e77ed4dc629ccc0afcd4b89909da4a08ee8f9fc6c5e9feb91272f363d9b553f2,2.2,accepted,0.9333,0.9844,0.8873,54,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_5,data/formal_corpus/long/5/5_5.pdf,5c3b35b36b2fdcd2b3327070c4be8fcd205cc3cddf92bcafb376050a8eeb8455,data/formal_outputs/2_2_version_228/long/5/5_5.json,ca7127608bb691c64736212f7948e05f1893ad6e144ab4696b94ac9a1b71ede4,2.2,accepted,1.0,1.0,1.0,25,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_6,data/formal_corpus/long/5/5_6.pdf,3e38d621bfca23f43ae7456c94dc374ab89436608fa7a4136789f604cbd65977,data/formal_outputs/2_2_version_228/long/5/5_6.json,ba56f5b258659981410e56dffc585ae93a082b16c052dbfac1b108abd49f44e5,2.2,accepted,1.0,1.0,1.0,8,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_7,data/formal_corpus/long/5/5_7.pdf,da42249cb1af03d0c095d730b8313a640ce9d55beef75e327b6e0eed7ba0bf12,data/formal_outputs/2_2_version_228/long/5/5_7.json,a1e48ff6a29168187dd6b29e32451752dbf7a4907773e6d9374fe10707823387,2.2,accepted,1.0,1.0,1.0,28,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_8,data/formal_corpus/long/5/5_8.pdf,9828c6240f77be929500787baa47f632bb4f6258e2f15db665a4456b02438006,data/formal_outputs/2_2_version_228/long/5/5_8.json,cfd5202f8f7008ec7a34e6e419d46e4ea7f5a9b8bf99fecb5fbb88a8ded954e5,2.2,accepted,0.6909,0.8636,0.5758,24,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_9,data/formal_corpus/long/5/5_9.pdf,f500496b888614e68893543f57a2574cc824a1e46af554972ab7b832cecd1bf4,data/formal_outputs/2_2_version_228/long/5/5_9.json,107b70c7ca9bdb11be90293a3a9d3736aaaef4ca3acffb60efb343ee92d18fc2,2.2,accepted,0.8,0.9412,0.6957,8,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_10,data/formal_corpus/long/5/5_10.pdf,333f16ef62b40d5b848a55f1939be4381a33ebea29f912e545b8ba5bfa55c4b7,data/formal_outputs/2_2_version_228/long/5/5_10.json,c133796f5eaa2dc7ea42cf4b272de0980342d9ebe512a8fcab7206c94c7a6f30,2.2,accepted,0.8308,0.931,0.75,45,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_11,data/formal_corpus/long/5/5_11.pdf,10d9089c2ca0cc1fdb7fc307cbd984c07ecee19befa61a1bc2a49b496715476f,data/formal_outputs/2_2_version_228/long/5/5_11.json,06530baf6c38f9521732edad2bec802bfe43d7ebd4df5fc33ebc8129470f528a,2.2,accepted,1.0,1.0,1.0,9,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_12,data/formal_corpus/long/5/5_12.pdf,949ff94de231e78244c8ec7e079093936042129561ebb643d3fc94913caad207,data/formal_outputs/2_2_version_228/long/5/5_12.json,0a8452b078f804859e2ff01352c5a3575eeda648181e2f9fca0adf5dca5ba360,2.2,accepted,1.0,1.0,1.0,53,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_13,data/formal_corpus/long/5/5_13.pdf,6d7d419ff8f2685726b6fddf7f4c31a6608a92d047da0166460ce18e30cf12b4,data/formal_outputs/2_2_version_228/long/5/5_13.json,b21d5b0730edf904fabee8aeadaca8fb5925e9f381be5196730ad7ab6b50110b,2.2,accepted,1.0,1.0,1.0,12,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_14,data/formal_corpus/long/5/5_14.pdf,5afbd666d6cacde51b6f2e9f04f8ab8d668310b3ad086a078767867ae08e1530,data/formal_outputs/2_2_version_228/long/5/5_14.json,e7337a79c4785e16ef8334de2a5b6e0c1d771d3ebefd45a206013edb4f4e5b7c,2.2,accepted,1.0,1.0,1.0,11,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_15,data/formal_corpus/long/5/5_15.pdf,9d19c372ad1342be7e30b6cfd5f1a1ea7a3ae273c2d1dc77b70877ef11b88d45,data/formal_outputs/2_2_version_228/long/5/5_15.json,996011f09261dcf01989aa4e1c44a4df31c1f25beb4945370cd2391324f224b7,2.2,accepted,1.0,1.0,1.0,10,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_16,data/formal_corpus/long/5/5_16.pdf,96b8e85fb95a8226a9b31a2c8e2cbfd567e9c5d36df49a1255a6185b4fc5066c,data/formal_outputs/2_2_version_228/long/5/5_16.json,c525af6d00c250e4aaf8a26aa4238b7cc00aa66b79e66dc424362c46f35adffe,2.2,accepted,0.6176,0.525,0.75,5,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_17,data/formal_corpus/long/5/5_17.pdf,0c798646a0cb6cfbb8d6b9f416a1e36172441c0ea60f588d4342a4632e821252,data/formal_outputs/2_2_version_228/long/5/5_17.json,25cb2aaa6cc6e20b1a64a9f66f2083b768996dbde251d7fc95629d6e8591e4f1,2.2,accepted,1.0,1.0,1.0,12,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_18,data/formal_corpus/long/5/5_18.pdf,b840ade570d3ef791219f9efcecd3c9e179682899088995fbce909676ffaeb5c,data/formal_outputs/2_2_version_228/long/5/5_18.json,3383eba63ef40945e9c3e966f9833f095582440220cdd9a3cb4f502e9004b076,2.2,accepted,1.0,1.0,1.0,14,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_19,data/formal_corpus/long/5/5_19.pdf,6dc384002a4bd7c643ed19778d580c9f7dbaac85d7bbd5a040b3f2b7942d1290,data/formal_outputs/2_2_version_228/long/5/5_19.json,ef9d0cae740a80e8df4c4177473beea7d64a756c9efc45cd82babf0b8617c46e,2.2,accepted,1.0,1.0,1.0,13,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_20,data/formal_corpus/long/5/5_20.pdf,325ce7f6de36387ce967ca359c4a29fcffbae44940e460cc5a9540fdd60619ee,data/formal_outputs/2_2_version_228/long/5/5_20.json,c3e5d2fd3f7961c3075a1edc3e2df58bf855b44803d7eb29052c30a988cd6cbd,2.2,accepted,0.7917,0.9744,0.6667,51,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_21,data/formal_corpus/long/5/5_21.pdf,e47b0958f58862eb385a80b3988ab5a781ecf769bf084922bd0bbb47d3c5a85b,data/formal_outputs/2_2_version_228/long/5/5_21.json,674fd3e42ebae2968d9fd2033f345956b6e5753bf3114449d51cea194bd0e705,2.2,accepted,1.0,1.0,1.0,56,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_22,data/formal_corpus/long/5/5_22.pdf,39889911afd09a0e6ac4803ba4c4c828a7ee26a6d8ce315e18e2af0a8fbbc618,data/formal_outputs/2_2_version_228/long/5/5_22.json,d8793713b55f460c3a1147060cd53562ee7c44a0828a2997b9cc014e1b63afb2,2.2,accepted,0.8261,0.8261,0.8261,26,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_23,data/formal_corpus/long/5/5_23.pdf,fe7650eb2c427c98f5939c3f32c7eb906adf14f8f4a8d585a8af053e7d087193,data/formal_outputs/2_2_version_228/long/5/5_23.json,1a6ca18ee185ac5491ff5735a46d37a2338e60330ae50ec3cd4a390a5c1dd12f,2.2,accepted,1.0,1.0,1.0,20,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/5/papers.jsonl
long,5,5_24,data/formal_corpus/long/5/5_24.pdf,eb24db8c8f5a55d0ff5f12f2c2c0929b84f2bb97cd0aba65ad4808d379fdcacf,data/formal_outputs/2_2_version_228/long/5/5_24.json,17e267a8bfc5111da806e42f098e32797caa5cb38d85145fa77cb506f405d591,2.2,accepted,0.88,0.9429,0.825,31,8,recovery,1,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/5/5_24/attempt_1/papers.jsonl
long,6,6_1,data/formal_corpus/long/6/6_1.pdf,60d167f013b706681799c0c61c7aeead2e29fbb6549b64454abf0ad31a36de9f,data/formal_outputs/2_2_version_228/long/6/6_1.json,04b074b2e18021b703ecae7a846e5fc84a80d69724a631a7a8275ed427d74818,2.2,accepted,1.0,1.0,1.0,14,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_2,data/formal_corpus/long/6/6_2.pdf,6d77db5836cefdea1a1830b802e60996a5c5c85866d5021c24d72c3f26bc1eb8,data/formal_outputs/2_2_version_228/long/6/6_2.json,76f4d45f143c7ce45813a3f232cc65ae551a1a8c3ee97ca1c3ba98c42efabbbd,2.2,accepted,1.0,1.0,1.0,11,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_3,data/formal_corpus/long/6/6_3.pdf,38edb7988d7a193789be3f67a3f0ee517d2b10fc4c2126a9f7c05b904d2769af,data/formal_outputs/2_2_version_228/long/6/6_3.json,47bf6f9f7ae9fb1499407c3d5771a92cc9c428c2f81da96aa1f4fbd9f323e51a,2.2,accepted,1.0,1.0,1.0,12,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_4,data/formal_corpus/long/6/6_4.pdf,58b2e602a76487173cc5cbe7701a57b851998988f060fbc2dc06c27177361c55,data/formal_outputs/2_2_version_228/long/6/6_4.json,f9d44a0281e47723f3a95d36ac89f781e50f2c11d762a2148cf926e60146b845,2.2,accepted,1.0,1.0,1.0,17,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_5,data/formal_corpus/long/6/6_5.pdf,a5a38ff07296f51d8b8ba7aaea7fcf5ea0daffde400c9dc6848003bc94d62d4e,data/formal_outputs/2_2_version_228/long/6/6_5.json,73020ef59fee93ec56106cf029fa220a30c6ed068a755edc9da4c8b78414ff51,2.2,accepted,1.0,1.0,1.0,8,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_6,data/formal_corpus/long/6/6_6.pdf,a2ddd6f36a1eb49d00956f078a110c19cf281a4fd59177e5791052cf5086d7be,data/formal_outputs/2_2_version_228/long/6/6_6.json,6a0b7bb44252733bc0649a2ebefaad744dda1235d3c4ba5659518f6d8a8563c4,2.2,accepted,0.9344,0.9828,0.8906,12,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_7,data/formal_corpus/long/6/6_7.pdf,4931c982755617dbfebec28c5172131eb205603d5f022ac063ee047ef54e62f6,data/formal_outputs/2_2_version_228/long/6/6_7.json,6883537b3db7b8c3f31646d50c4bed90b571e0525bcf7d3a600207714e60ed3d,2.2,accepted,1.0,1.0,1.0,11,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_8,data/formal_corpus/long/6/6_8.pdf,4aa02e943446fb980814ee1cf0446f099cb720f6b1b4a40b1b3c682d8620b771,data/formal_outputs/2_2_version_228/long/6/6_8.json,74751858d68dfcac9e0e709c7c4819e8e5955e91d6b6cace3ff34ce22cc7cf54,2.2,accepted,0.8586,0.8283,0.8913,10,8,recovery,1,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_8/attempt_1/papers.jsonl
long,6,6_9,data/formal_corpus/long/6/6_9.pdf,b6fa332ad0682ffb557d5cacc26d90e99c6fd16bffcb10881652b81d479142ff,data/formal_outputs/2_2_version_228/long/6/6_9.json,b4c8734921f328a1985acb1647a91320728c83cd1be0201cfb329d7bd19ec67c,2.2,accepted,1.0,1.0,1.0,8,8,recovery,1,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_9/attempt_1/papers.jsonl
long,6,6_10,data/formal_corpus/long/6/6_10.pdf,9c5bbc5c76c0eed9b1ebfdf1763a8a5553d5979a220c0bcbaa4285ccf2b7c336,data/formal_outputs/2_2_version_228/long/6/6_10.json,5a4c1b3b2dc0f52e0f5c648a605b26b1b36a11487a94e00e2600ef0bf820a19f,2.2,accepted,1.0,1.0,1.0,8,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_11,data/formal_corpus/long/6/6_11.pdf,eee5af8a97e2bb545d4d66eb632bb1a51a7a0282bdf8c23be5df72f749df7a01,data/formal_outputs/2_2_version_228/long/6/6_11.json,c3f7a833362a9753e20cee1a1dcff549f99e9fc18a56100115150a89cbc467a7,2.2,accepted,1.0,1.0,1.0,17,8,recovery,2,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_11/attempt_2/papers.jsonl
long,6,6_12,data/formal_corpus/long/6/6_12.pdf,a12ff7372130e31c0f5483a5a7ff22ad2a89291b6c3230ccf07d754f1338630a,data/formal_outputs/2_2_version_228/long/6/6_12.json,a9e88b04b42e36449d73536d308da1a46d9c2b1d989faf5f9f4a4e63de27321b,2.2,accepted,0.9585,0.9541,0.963,12,8,recovery,2,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_12/attempt_2/papers.jsonl
long,6,6_13,data/formal_corpus/long/6/6_13.pdf,a9cdd2834ad1194f7a6d1806b22332fe21d83adde7e54dc652c8cc768f707ccf,data/formal_outputs/2_2_version_228/long/6/6_13.json,512cfbb01eb70000d5361226569697363eb5d9b1950f334b48230f055b2b2f86,2.2,accepted,1.0,1.0,1.0,13,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_14,data/formal_corpus/long/6/6_14.pdf,1dd2b5329a2a61975188c402641634c5bdf106146a89f1991b9f97cf9c56371d,data/formal_outputs/2_2_version_228/long/6/6_14.json,a438f00bbbc8ae51dd96d23165d4ff377730f5b49fba8304ef3066a410eb4b42,2.2,accepted,0.8952,0.9592,0.8393,10,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_15,data/formal_corpus/long/6/6_15.pdf,04a1e14982923f12fc93cd84c9e96e9ff1241eeff69d695e8089c6a185fce359,data/formal_outputs/2_2_version_228/long/6/6_15.json,cbd50a234e123f76a829ac78b5b0ef915ec7859844a2ca85356892d5191074be,2.2,accepted,1.0,1.0,1.0,25,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_16,data/formal_corpus/long/6/6_16.pdf,a84bfafd2b9a54503ee76abd9d9a37db6c141650792a71a6cfbcc2d918c894ba,data/formal_outputs/2_2_version_228/long/6/6_16.json,bda818512c7ca08060f7d9eca296f8ec8f1515e91d984d827109e0ae0427618a,2.2,accepted,1.0,1.0,1.0,29,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_17,data/formal_corpus/long/6/6_17.pdf,829b1215b72c4a5090b0f4fb9d44b07c32e203157f5a69bec881acef3d942b40,data/formal_outputs/2_2_version_228/long/6/6_17.json,5f56defc3073b5f97fdce08438b9b17ec9c4515e81c455c1d427787f33f5dadd,2.2,accepted,0.9448,0.9625,0.9277,17,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_18,data/formal_corpus/long/6/6_18.pdf,22a159cf37e29084eae5eaab1d007c62c91aff4e4d25ffbeba2b3b2c75e6ce47,data/formal_outputs/2_2_version_228/long/6/6_18.json,90b1d9dbc8d7fdd0bf520e0a682e4595b2d65b138f5b9b5e329fb916336cc7b2,2.2,accepted,0.8415,0.75,0.9583,11,8,recovery,3,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_18/attempt_3/papers.jsonl
long,6,6_19,data/formal_corpus/long/6/6_19.pdf,155f71f75f278c2f6f2627953168a8ed58336f3bea9dab077abaedffcf86d138,data/formal_outputs/2_2_version_228/long/6/6_19.json,66c38e451d410111a7a87c4b0739bad94ed78a0b7217547f96b0a2b66927620d,2.2,accepted,0.6813,0.6739,0.6889,16,8,recovery,1,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_19/attempt_1/papers.jsonl
long,6,6_20,data/formal_corpus/long/6/6_20.pdf,db2aab9aaed0d4d3b266498bcce57de603b5908837bb7791efcd51612e86dc4c,data/formal_outputs/2_2_version_228/long/6/6_20.json,d63d30952ac951d833a1ceacf615d65637aebf961d5bc75730d19271e9934ef8,2.2,accepted,0.8814,0.9455,0.8254,10,8,recovery,1,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/recovery/long/6/6_20/attempt_1/papers.jsonl
long,6,6_21,data/formal_corpus/long/6/6_21.pdf,394cb32a33e4e84e554649fc6728d918d836e02ad5dd7f218627ef235c432311,data/formal_outputs/2_2_version_228/long/6/6_21.json,23239b43bb9559c2b887f4e8ff9897257e4221f751ae62028a03a04b8dead2f3,2.2,accepted,0.8936,0.84,0.9545,14,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_22,data/formal_corpus/long/6/6_22.pdf,aac6510666a6f44acb9908db2209e5d1598d62e02c06ce7c5ca5bc7eb3dd7f2a,data/formal_outputs/2_2_version_228/long/6/6_22.json,18b31846fbbb4914eea7291d7c818cec7c3fa9b4da33dd3d339e900822e71620,2.2,accepted,0.6984,0.7586,0.6471,16,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_23,data/formal_corpus/long/6/6_23.pdf,dfc8e61d6f08e336b01be3282e14fdddc32574f37348b49c81dfc4ff6b9b400c,data/formal_outputs/2_2_version_228/long/6/6_23.json,4cac26e16484cddb64f09cecda0b96c04cf700fb5d11c6ccfbcc0a35222d479b,2.2,accepted,1.0,1.0,1.0,30,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_24,data/formal_corpus/long/6/6_24.pdf,9da9b08c94691c92d2f406f19413a1b2037b3cf05edf2d3eea1c2577bc32f9ea,data/formal_outputs/2_2_version_228/long/6/6_24.json,b75186fd5cffcdfe3ff4afe2b73c97480cc2fe4fe8e071202898c5e10e38d48c,2.2,accepted,1.0,1.0,1.0,21,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_25,data/formal_corpus/long/6/6_25.pdf,865f59b7de09fbb89eff7fa6d7013dc977d0a2cdcec18e3b71583bac31af5dd8,data/formal_outputs/2_2_version_228/long/6/6_25.json,0e6b3e2fa15300e69e6178216ad8f3a2284cbe5796e24199e911cd48ecf9a2f3,2.2,accepted,0.9744,0.9828,0.9661,11,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_26,data/formal_corpus/long/6/6_26.pdf,637cccb29f7f3f614a57262ce3d78cb749bf4cb18b15103e42887dffbae30fe0,data/formal_outputs/2_2_version_228/long/6/6_26.json,339d910280ba2ab826d133e526a9331bf9af2e99ce94c19cda39b299f07d20f6,2.2,accepted,1.0,1.0,1.0,10,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,6,6_27,data/formal_corpus/long/6/6_27.pdf,33cdb47a1d8b3eb175f61136ba0ab4fe3a3f235797526b7d028e02926618782c,data/formal_outputs/2_2_version_228/long/6/6_27.json,2fe0c599d2a742f3c391923c97809dfce706d4b1f537c57c7dc36c82e050f0d7,2.2,accepted,0.9244,0.9821,0.873,32,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/6/papers.jsonl
long,7,7_1,data/formal_corpus/long/7/7_1.pdf,2a8db6776a110a4f36bd1e36af79cf31a2e74baa5af8f7ee3d9286a75fdc400d,data/formal_outputs/2_2_version_228/long/7/7_1.json,4a7c0b93a282013054158b83541fd1049341c521e301d01805710180bc20a5e5,2.2,accepted,1.0,1.0,1.0,22,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/7/papers.jsonl
long,7,7_2,data/formal_corpus/long/7/7_2.pdf,90aa3d4b6dbe46be1131dc2ecca150689498a76835f23b59440d48fc0db88094,data/formal_outputs/2_2_version_228/long/7/7_2.json,c72eea7624d0cf0fe552ee034935f6fe58691643ecd70e0b4088d321d498f5dd,2.2,accepted,1.0,1.0,1.0,26,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/7/papers.jsonl
long,7,7_3,data/formal_corpus/long/7/7_3.pdf,f41546e595d480dd7530122a49e2527e18b3714718787df4570d74b123ebfaf8,data/formal_outputs/2_2_version_228/long/7/7_3.json,39e369b37006d9dfef1f5a30185f2d41ac73de97272cd69fdd955e6500044b89,2.2,accepted,1.0,1.0,1.0,27,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/7/papers.jsonl
long,7,7_4,data/formal_corpus/long/7/7_4.pdf,9a8d02824ee5ffbd5a1a4fbeaafeeea6356fd59f7de094ec9af4e43008ea6787,data/formal_outputs/2_2_version_228/long/7/7_4.json,25415b8a933218183d838940a7cc3dcb659f33deedbfebd4e187d12015cfff21,2.2,accepted,1.0,1.0,1.0,13,4,initial,,deepseek-v4-pro,data/formal_outputs/2_2_version_228/reports/long/7/papers.jsonl
